Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Diagnosis,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,source_name,SRA Study,Tissue
SRR9666916,OTHER,252,15187218,PRJNA453621,SAMN12249243,6342904,GEO,public,"fastq,sra,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",autism spectrum disorder,SRX6427526,GSM3936713,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:53:00Z,1,GSM3936713,Feces,SRP142644,human fecal tissue
SRR9666917,OTHER,252,11923410,PRJNA453621,SAMN12249242,4874186,GEO,public,"fastq,sra,run.zq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",autism spectrum disorder,SRX6427527,GSM3936714,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:53:00Z,1,GSM3936714,Feces,SRP142644,human fecal tissue
SRR9666918,OTHER,252,11292541,PRJNA453621,SAMN12249241,4611480,GEO,public,"run.zq,sra,fastq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",autism spectrum disorder,SRX6427528,GSM3936715,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:51:00Z,1,GSM3936715,Feces,SRP142644,human fecal tissue
SRR9666919,OTHER,252,12674826,PRJNA453621,SAMN12249240,5253069,GEO,public,"fastq,sra,run.zq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",autism spectrum disorder,SRX6427529,GSM3936716,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:33:00Z,1,GSM3936716,Feces,SRP142644,human fecal tissue
SRR9666920,OTHER,252,14884910,PRJNA453621,SAMN12249239,6203394,GEO,public,"sra,run.zq,fastq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",autism spectrum disorder,SRX6427530,GSM3936717,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:52:00Z,1,GSM3936717,Feces,SRP142644,human fecal tissue
SRR9666921,OTHER,252,12458696,PRJNA453621,SAMN12249238,5172640,GEO,public,"run.zq,fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",autism spectrum disorder,SRX6427531,GSM3936718,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:51:00Z,1,GSM3936718,Feces,SRP142644,human fecal tissue
SRR9666922,OTHER,252,13420277,PRJNA453621,SAMN12249237,5499090,GEO,public,"fastq,sra,run.zq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",autism spectrum disorder,SRX6427532,GSM3936719,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:51:00Z,1,GSM3936719,Feces,SRP142644,human fecal tissue
SRR9666923,OTHER,252,14805062,PRJNA453621,SAMN12249236,6138500,GEO,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",autism spectrum disorder,SRX6427533,GSM3936720,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:38:00Z,1,GSM3936720,Feces,SRP142644,human fecal tissue
SRR9666924,OTHER,252,15760464,PRJNA453621,SAMN12249235,6791588,GEO,public,"run.zq,fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",autism spectrum disorder,SRX6427534,GSM3936721,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:51:00Z,1,GSM3936721,Feces,SRP142644,human fecal tissue
SRR9666925,OTHER,252,12951339,PRJNA453621,SAMN12249234,5420180,GEO,public,"sra,run.zq,fastq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",autism spectrum disorder,SRX6427535,GSM3936722,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:51:00Z,1,GSM3936722,Feces,SRP142644,human fecal tissue
SRR9666926,OTHER,252,11301604,PRJNA453621,SAMN12249233,4749838,GEO,public,"run.zq,sra,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",autism spectrum disorder,SRX6427536,GSM3936723,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:51:00Z,1,GSM3936723,Feces,SRP142644,human fecal tissue
SRR9666927,OTHER,252,13178418,PRJNA453621,SAMN12249232,5484120,GEO,public,"sra,run.zq,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",autism spectrum disorder,SRX6427537,GSM3936724,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:51:00Z,1,GSM3936724,Feces,SRP142644,human fecal tissue
SRR9666928,OTHER,252,12853806,PRJNA453621,SAMN12249231,5419546,GEO,public,"run.zq,fastq,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",autism spectrum disorder,SRX6427538,GSM3936725,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:48:00Z,1,GSM3936725,Feces,SRP142644,human fecal tissue
SRR9666929,OTHER,252,13020393,PRJNA453621,SAMN12249230,5257251,GEO,public,"sra,fastq,run.zq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",autism spectrum disorder,SRX6427555,GSM3936726,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:51:00Z,1,GSM3936726,Feces,SRP142644,human fecal tissue
SRR9666930,OTHER,252,13100918,PRJNA453621,SAMN12249229,5194182,GEO,public,"sra,run.zq,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",autism spectrum disorder,SRX6427556,GSM3936727,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:51:00Z,1,GSM3936727,Feces,SRP142644,human fecal tissue
SRR9666931,OTHER,252,13130497,PRJNA453621,SAMN12249228,5518436,GEO,public,"run.zq,fastq,sra","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",autism spectrum disorder,SRX6427557,GSM3936728,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:51:00Z,1,GSM3936728,Feces,SRP142644,human fecal tissue
SRR9666932,OTHER,252,13644022,PRJNA453621,SAMN12249227,5760359,GEO,public,"fastq,sra,run.zq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",autism spectrum disorder,SRX6427558,GSM3936729,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:46:00Z,1,GSM3936729,Feces,SRP142644,human fecal tissue
SRR9666933,OTHER,252,16972610,PRJNA453621,SAMN12249226,7399019,GEO,public,"sra,fastq,run.zq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",autism spectrum disorder,SRX6427559,GSM3936730,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:53:00Z,1,GSM3936730,Feces,SRP142644,human fecal tissue
SRR9666934,OTHER,252,16098274,PRJNA453621,SAMN12249225,6833187,GEO,public,"sra,run.zq,fastq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",autism spectrum disorder,SRX6427560,GSM3936731,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:51:00Z,1,GSM3936731,Feces,SRP142644,human fecal tissue
SRR9666935,OTHER,252,12672688,PRJNA453621,SAMN12249224,5310477,GEO,public,"run.zq,sra,fastq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",autism spectrum disorder,SRX6427561,GSM3936732,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:51:00Z,1,GSM3936732,Feces,SRP142644,human fecal tissue
SRR9666936,OTHER,252,16531524,PRJNA453621,SAMN12249223,6736908,GEO,public,"sra,fastq,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",autism spectrum disorder,SRX6427562,GSM3936733,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:51:00Z,1,GSM3936733,Feces,SRP142644,human fecal tissue
SRR9666937,OTHER,252,16751718,PRJNA453621,SAMN12249277,7271521,GEO,public,"sra,fastq,run.zq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",autism spectrum disorder,SRX6427563,GSM3936734,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:40:00Z,1,GSM3936734,Feces,SRP142644,human fecal tissue
SRR9666938,OTHER,252,14797755,PRJNA453621,SAMN12249276,6523276,GEO,public,"run.zq,sra,fastq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",autism spectrum disorder,SRX6427564,GSM3936735,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:51:00Z,1,GSM3936735,Feces,SRP142644,human fecal tissue
SRR9666939,OTHER,252,13934783,PRJNA453621,SAMN12249275,6035288,GEO,public,"sra,fastq,run.zq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",autism spectrum disorder,SRX6427565,GSM3936736,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:48:00Z,1,GSM3936736,Feces,SRP142644,human fecal tissue
SRR9666940,OTHER,252,17482845,PRJNA453621,SAMN12249274,7548047,GEO,public,"fastq,sra,run.zq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",autism spectrum disorder,SRX6427566,GSM3936737,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:50:00Z,1,GSM3936737,Feces,SRP142644,human fecal tissue
SRR9666941,OTHER,252,16896426,PRJNA453621,SAMN12249273,7361688,GEO,public,"sra,fastq,run.zq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",autism spectrum disorder,SRX6427567,GSM3936738,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:59:00Z,1,GSM3936738,Feces,SRP142644,human fecal tissue
SRR9666942,OTHER,252,16405500,PRJNA453621,SAMN12249272,6992648,GEO,public,"sra,run.zq,fastq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",autism spectrum disorder,SRX6427568,GSM3936739,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:53:00Z,1,GSM3936739,Feces,SRP142644,human fecal tissue
SRR9666943,OTHER,252,16690121,PRJNA453621,SAMN12249271,7180326,GEO,public,"fastq,run.zq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",autism spectrum disorder,SRX6427569,GSM3936740,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:51:00Z,1,GSM3936740,Feces,SRP142644,human fecal tissue
SRR9666944,OTHER,252,13921442,PRJNA453621,SAMN12249270,5948363,GEO,public,"fastq,sra,run.zq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",autism spectrum disorder,SRX6427570,GSM3936741,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:51:00Z,1,GSM3936741,Feces,SRP142644,human fecal tissue
SRR9666945,OTHER,252,16392842,PRJNA453621,SAMN12249269,7033865,GEO,public,"run.zq,fastq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",autism spectrum disorder,SRX6427587,GSM3936742,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:51:00Z,1,GSM3936742,Feces,SRP142644,human fecal tissue
SRR9666946,OTHER,252,11589046,PRJNA453621,SAMN12249267,4869732,GEO,public,"fastq,run.zq,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",autism spectrum disorder,SRX6427588,GSM3936743,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:51:00Z,1,GSM3936743,Feces,SRP142644,human fecal tissue
SRR9666947,OTHER,252,15715139,PRJNA453621,SAMN12249266,6819013,GEO,public,"fastq,run.zq,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",autism spectrum disorder,SRX6427589,GSM3936744,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:38:00Z,1,GSM3936744,Feces,SRP142644,human fecal tissue
SRR9666948,OTHER,252,17499238,PRJNA453621,SAMN12249265,7513697,GEO,public,"fastq,sra,run.zq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",autism spectrum disorder,SRX6427590,GSM3936745,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:29:00Z,1,GSM3936745,Feces,SRP142644,human fecal tissue
SRR9666949,OTHER,252,14792112,PRJNA453621,SAMN12249264,6432460,GEO,public,"run.zq,sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",autism spectrum disorder,SRX6427591,GSM3936746,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:29:00Z,1,GSM3936746,Feces,SRP142644,human fecal tissue
SRR9666950,OTHER,252,14881877,PRJNA453621,SAMN12249263,6455293,GEO,public,"sra,fastq,run.zq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",autism spectrum disorder,SRX6427592,GSM3936747,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:51:00Z,1,GSM3936747,Feces,SRP142644,human fecal tissue
SRR9666951,OTHER,252,14504069,PRJNA453621,SAMN12249262,6237140,GEO,public,"run.zq,fastq,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",autism spectrum disorder,SRX6427593,GSM3936748,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:51:00Z,1,GSM3936748,Feces,SRP142644,human fecal tissue
SRR9666952,OTHER,252,17868432,PRJNA453621,SAMN12249261,7549032,GEO,public,"run.zq,sra,fastq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",autism spectrum disorder,SRX6427594,GSM3936749,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:53:00Z,1,GSM3936749,Feces,SRP142644,human fecal tissue
SRR9666953,OTHER,252,16827275,PRJNA453621,SAMN12249260,7432979,GEO,public,"run.zq,fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",autism spectrum disorder,SRX6427595,GSM3936750,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:51:00Z,1,GSM3936750,Feces,SRP142644,human fecal tissue
SRR9666954,OTHER,252,15096294,PRJNA453621,SAMN12249259,6185323,GEO,public,"sra,run.zq,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",autism spectrum disorder,SRX6427596,GSM3936751,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:51:00Z,1,GSM3936751,Feces,SRP142644,human fecal tissue
SRR9666955,OTHER,252,17910161,PRJNA453621,SAMN12249258,7725433,GEO,public,"sra,run.zq,fastq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",autism spectrum disorder,SRX6427597,GSM3936752,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:53:00Z,1,GSM3936752,Feces,SRP142644,human fecal tissue
SRR9666956,OTHER,252,17248512,PRJNA453621,SAMN12249257,7280957,GEO,public,"run.zq,fastq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",autism spectrum disorder,SRX6427598,GSM3936753,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:52:00Z,1,GSM3936753,Feces,SRP142644,human fecal tissue
SRR9666957,OTHER,252,14305322,PRJNA453621,SAMN12249172,6062345,GEO,public,"run.zq,sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",autism spectrum disorder,SRX6427599,GSM3936754,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:51:00Z,1,GSM3936754,Feces,SRP142644,human fecal tissue
SRR9666958,OTHER,252,14224689,PRJNA453621,SAMN12249171,6069535,GEO,public,"sra,fastq,run.zq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",autism spectrum disorder,SRX6427600,GSM3936755,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:52:00Z,1,GSM3936755,Feces,SRP142644,human fecal tissue
SRR9666959,OTHER,253,14396025,PRJNA453621,SAMN12249166,6073078,GEO,public,"sra,run.zq,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",autism spectrum disorder,SRX6427601,GSM3936756,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:51:00Z,1,GSM3936756,Feces,SRP142644,human fecal tissue
SRR9666960,OTHER,252,17665136,PRJNA453621,SAMN12249165,7586475,GEO,public,"run.zq,fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",autism spectrum disorder,SRX6427602,GSM3936757,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:50:00Z,1,GSM3936757,Feces,SRP142644,human fecal tissue
SRR9666961,OTHER,252,14427458,PRJNA453621,SAMN12249170,6322543,GEO,public,"run.zq,sra,fastq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",autism spectrum disorder,SRX6427619,GSM3936758,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:53:00Z,1,GSM3936758,Feces,SRP142644,human fecal tissue
SRR9666963,OTHER,252,17376495,PRJNA453621,SAMN12249168,7514642,GEO,public,"fastq,sra,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",autism spectrum disorder,SRX6427621,GSM3936760,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:50:00Z,1,GSM3936760,Feces,SRP142644,human fecal tissue
SRR9666964,OTHER,252,16762640,PRJNA453621,SAMN12249167,7128564,GEO,public,"sra,fastq,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",autism spectrum disorder,SRX6427622,GSM3936761,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:52:00Z,1,GSM3936761,Feces,SRP142644,human fecal tissue
SRR9666965,OTHER,252,14793446,PRJNA453621,SAMN12249164,6025284,GEO,public,"fastq,sra,run.zq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",autism spectrum disorder,SRX6427623,GSM3936762,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:51:00Z,1,GSM3936762,Feces,SRP142644,human fecal tissue
SRR9666966,OTHER,252,13995400,PRJNA453621,SAMN12249163,5738781,GEO,public,"fastq,sra,run.zq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",autism spectrum disorder,SRX6427624,GSM3936763,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:53:00Z,1,GSM3936763,Feces,SRP142644,human fecal tissue
SRR9666967,OTHER,252,12807668,PRJNA453621,SAMN12249162,5240284,GEO,public,"sra,run.zq,fastq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",autism spectrum disorder,SRX6427625,GSM3936764,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:51:00Z,1,GSM3936764,Feces,SRP142644,human fecal tissue
SRR9666968,OTHER,252,13925099,PRJNA453621,SAMN12249161,5739491,GEO,public,"sra,run.zq,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",autism spectrum disorder,SRX6427626,GSM3936765,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:51:00Z,1,GSM3936765,Feces,SRP142644,human fecal tissue
SRR9666969,OTHER,252,14580963,PRJNA453621,SAMN12249160,5997814,GEO,public,"sra,run.zq,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",autism spectrum disorder,SRX6427627,GSM3936766,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:51:00Z,1,GSM3936766,Feces,SRP142644,human fecal tissue
SRR9666970,OTHER,252,11650475,PRJNA453621,SAMN12249159,4813348,GEO,public,"sra,run.zq,fastq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",autism spectrum disorder,SRX6427628,GSM3936767,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:59:00Z,1,GSM3936767,Feces,SRP142644,human fecal tissue
SRR9666971,OTHER,252,14715882,PRJNA453621,SAMN12249158,5852664,GEO,public,"sra,run.zq,fastq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",autism spectrum disorder,SRX6427629,GSM3936768,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:51:00Z,1,GSM3936768,Feces,SRP142644,human fecal tissue
SRR9666972,OTHER,252,14494572,PRJNA453621,SAMN12249157,6037266,GEO,public,"run.zq,fastq,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",autism spectrum disorder,SRX6427630,GSM3936769,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:51:00Z,1,GSM3936769,Feces,SRP142644,human fecal tissue
SRR9666973,OTHER,252,12819278,PRJNA453621,SAMN12249156,5324478,GEO,public,"sra,run.zq,fastq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",autism spectrum disorder,SRX6427631,GSM3936770,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:51:00Z,1,GSM3936770,Feces,SRP142644,human fecal tissue
SRR9666974,OTHER,252,11128901,PRJNA453621,SAMN12249155,4584611,GEO,public,"run.zq,sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",autism spectrum disorder,SRX6427632,GSM3936771,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:51:00Z,1,GSM3936771,Feces,SRP142644,human fecal tissue
SRR9666975,OTHER,253,13516909,PRJNA453621,SAMN12249154,5522408,GEO,public,"fastq,sra,run.zq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",autism spectrum disorder,SRX6427633,GSM3936772,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:45:00Z,1,GSM3936772,Feces,SRP142644,human fecal tissue
SRR9666976,OTHER,252,12497971,PRJNA453621,SAMN12249153,5005098,GEO,public,"sra,fastq,run.zq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",autism spectrum disorder,SRX6427634,GSM3936773,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:29:00Z,1,GSM3936773,Feces,SRP142644,human fecal tissue
SRR9666977,OTHER,252,15103842,PRJNA453621,SAMN12249152,6183643,GEO,public,"run.zq,sra,fastq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",autism spectrum disorder,SRX6427651,GSM3936774,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:51:00Z,1,GSM3936774,Feces,SRP142644,human fecal tissue
SRR9666978,OTHER,252,14953931,PRJNA453621,SAMN12249151,6020224,GEO,public,"fastq,run.zq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",autism spectrum disorder,SRX6427652,GSM3936775,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:53:00Z,1,GSM3936775,Feces,SRP142644,human fecal tissue
SRR9666979,OTHER,252,14372729,PRJNA453621,SAMN12249150,5944417,GEO,public,"fastq,sra,run.zq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",autism spectrum disorder,SRX6427653,GSM3936776,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:53:00Z,1,GSM3936776,Feces,SRP142644,human fecal tissue
SRR9666980,OTHER,252,12400061,PRJNA453621,SAMN12249149,5000060,GEO,public,"run.zq,sra,fastq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",autism spectrum disorder,SRX6427654,GSM3936777,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:38:00Z,1,GSM3936777,Feces,SRP142644,human fecal tissue
